"","x1","x2","x3","x4","x5","x6","x7","D..D.UTA.Studies.UTA_Sem_4.ECON.5336.Project.ECON_Project_1.raccounting","D..D.UTA.Studies.UTA_Sem_4.ECON.5336.Project.ECON_Project_1.rhr","D..D.UTA.Studies.UTA_Sem_4.ECON.5336.Project.ECON_Project_1.rIT","D..D.UTA.Studies.UTA_Sem_4.ECON.5336.Project.ECON_Project_1.rmanagement","D..D.UTA.Studies.UTA_Sem_4.ECON.5336.Project.ECON_Project_1.rmarketing","D..D.UTA.Studies.UTA_Sem_4.ECON.5336.Project.ECON_Project_1.rproduct_mng","D..D.UTA.Studies.UTA_Sem_4.ECON.5336.Project.ECON_Project_1.rRandD","D..D.UTA.Studies.UTA_Sem_4.ECON.5336.Project.ECON_Project_1.rsales","D..D.UTA.Studies.UTA_Sem_4.ECON.5336.Project.ECON_Project_1.rsupport","D..D.UTA.Studies.UTA_Sem_4.ECON.5336.Project.ECON_Project_1.rtechnical","D..D.UTA.Studies.UTA_Sem_4.ECON.5336.Project.ECON_Project_1.rhigh","D..D.UTA.Studies.UTA_Sem_4.ECON.5336.Project.ECON_Project_1.rlow","D..D.UTA.Studies.UTA_Sem_4.ECON.5336.Project.ECON_Project_1.rmedium","y"
"4322",0.63,3,137,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.98
"4323",0.81,4,263,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.95
"4324",0.76,5,217,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.13
"4325",0.64,4,213,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.5
"4326",0.76,3,244,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.93
"4327",0.87,3,252,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.5
"4328",0.84,4,168,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.66
"4329",0.79,4,212,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.89
"4330",0.43,4,258,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.46
"4331",0.6,4,210,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.67
"4332",0.9,4,246,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.96
"4333",0.76,4,221,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.98
"4334",0.57,5,215,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.67
"4335",0.72,4,175,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.72
"4336",0.49,5,221,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.65
"4337",0.67,5,219,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.72
"4338",0.58,3,154,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.78
"4339",0.56,3,266,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.93
"4340",0.85,5,224,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.73
"4341",0.57,4,269,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.2
"4342",0.5,4,159,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.47
"4343",0.62,4,247,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.56
"4344",0.86,4,137,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.72
"4345",0.56,4,251,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.91
"4346",0.49,5,210,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.79
"4347",0.75,2,123,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.53
"4348",0.51,4,253,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.14
"4349",0.92,5,242,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.78
"4350",0.74,3,238,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.52
"4351",0.68,5,151,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.94
"4352",0.8,4,158,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.83
"4353",0.68,2,120,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.44
"4354",0.74,3,187,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.72
"4355",0.58,3,140,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.84
"4356",0.99,3,164,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.76
"4357",0.94,5,253,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.92
"4358",0.93,5,235,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.58
"4359",0.81,4,189,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.85
"4360",0.51,4,246,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.74
"4361",0.87,4,258,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.74
"4362",0.8,3,158,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.72
"4363",0.98,4,173,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.76
"4364",0.72,3,201,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.85
"4365",0.49,5,185,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.82
"4366",0.93,5,270,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.6
"4367",0.64,3,152,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.39
"4368",0.53,3,211,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.83
"4369",0.92,3,162,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.7
"4370",0.97,4,253,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.84
"4371",0.77,4,236,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.9
"4372",0.84,4,231,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.18
"4373",0.71,2,231,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.52
"4374",0.51,4,233,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.87
"4375",0.79,5,217,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.6
"4376",0.93,4,174,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.72
"4377",0.64,4,227,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.48
"4378",0.53,3,222,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.75
"4379",0.55,2,207,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.85
"4380",0.41,6,115,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.39
"4381",0.68,3,254,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.61
"4382",0.61,4,170,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.6
"4383",0.64,2,206,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.57
"4384",0.68,5,149,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.19
"4385",0.77,3,197,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.48
"4386",0.75,4,261,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.69
"4387",0.55,4,256,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.7
"4388",0.92,3,219,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.65
"4389",0.96,4,143,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.81
"4390",0.95,4,171,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.85
"4391",0.76,4,207,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.93
"4392",0.94,4,235,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.72
"4393",0.55,2,173,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.49
"4394",0.47,5,131,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.94
"4395",0.84,4,143,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.81
"4396",0.78,5,193,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.92
"4397",0.82,3,135,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.97
"4398",0.61,4,265,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.98
"4399",0.45,3,133,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.44
"4400",0.87,4,184,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.72
"4401",0.73,5,135,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.8
"4402",0.72,4,267,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.6
"4403",0.65,4,184,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.89
"4404",0.57,5,227,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.69
"4405",0.81,4,257,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.54
"4406",0.75,5,235,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.97
"4407",0.4,4,161,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.37
"4408",0.52,4,215,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.73
"4409",0.69,4,146,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.57
"4410",0.66,4,191,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.86
"4411",0.85,4,261,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.83
"4412",0.52,5,200,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.19
"4413",0.93,4,239,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.55
"4414",0.65,4,160,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.6
"4415",0.71,3,177,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.62
"4416",0.55,5,215,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.65
"4417",0.48,4,97,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.4
"4418",0.78,5,231,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.82
"4419",0.69,2,257,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.75
"4420",0.53,3,232,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.83
"4421",0.78,4,212,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.77
"4422",0.98,4,198,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.59
"4423",0.79,5,240,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.8
"4424",0.55,3,242,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.84
"4425",0.71,4,250,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.88
"4426",0.9,3,229,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.37
"4427",0.66,4,133,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.88
"4428",0.85,3,200,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.69
"4429",0.49,2,155,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.54
"4430",0.57,5,139,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.76
"4431",0.58,4,272,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.51
"4432",0.52,3,100,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.16
"4433",0.6,5,160,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.65
"4434",0.81,5,195,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.54
"4435",0.68,4,152,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.66
"4436",0.65,5,182,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.95
"4437",0.57,3,137,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.83
"4438",0.84,4,182,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.98
"4439",0.72,3,217,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.72
"4440",0.62,4,192,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.71
"4441",0.65,3,116,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.36
"4442",0.65,4,170,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.55
"4443",0.52,3,223,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.64
"4444",0.57,3,174,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.62
"4445",0.95,3,193,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
"4446",0.91,6,167,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.91
"4447",0.67,4,225,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.81
"4448",0.92,4,248,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.71
"4449",0.74,3,104,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.97
"4450",0.86,6,148,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.75
"4451",1,3,148,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.68
"4452",0.68,5,187,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.87
"4453",0.57,3,151,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.96
"4454",0.86,6,215,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.41
"4455",0.61,4,142,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.81
"4456",1,6,258,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.68
"4457",0.56,4,228,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.63
"4458",0.84,2,221,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.6
"4459",0.97,3,263,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.66
"4460",0.82,4,273,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.69
"4461",0.37,3,247,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.23
"4462",0.63,3,225,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.52
"4463",0.86,4,269,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.65
"4464",0.4,6,174,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.78
"4465",0.65,5,201,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.6
"4466",0.62,3,254,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.9
"4467",0.95,5,254,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.59
"4468",0.78,3,185,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.89
"4469",0.85,4,200,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.96
"4470",0.76,3,190,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.68
"4471",0.72,2,160,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.52
"4472",0.94,3,264,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.68
"4473",0.59,3,172,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.6
"4474",0.83,5,279,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.28
"4475",0.54,5,260,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.98
"4476",0.52,4,262,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.67
"4477",0.6,5,134,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.86
"4478",0.9,3,195,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.83
"4479",0.86,3,139,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.79
"4480",0.86,4,205,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.54
"4481",0.86,5,212,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.51
"4482",0.65,4,148,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.75
"4483",0.67,4,228,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.51
"4484",0.74,5,230,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.73
"4485",0.4,4,286,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.17
"4486",0.59,4,142,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.88
"4487",0.79,3,161,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.76
"4488",0.77,3,152,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.29
"4489",0.97,4,266,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.62
"4490",0.85,2,143,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.5
"4491",0.65,5,165,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.16
"4492",0.99,4,204,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.18
"4493",0.68,4,170,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.86
"4494",0.52,5,203,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.68
"4495",0.85,3,199,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.68
"4496",0.78,4,223,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.89
"4497",0.88,4,220,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.86
"4498",0.41,4,190,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.43
"4499",0.58,4,143,6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.85
"4500",0.8,5,111,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0.94
"4501",0.71,4,145,3,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0.58
"4502",0.6,3,138,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0.43
"4503",0.49,3,203,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0.72
"4504",0.96,5,175,3,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0.95
"4505",0.67,3,119,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0.35
"4506",0.79,3,157,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0.77
"4507",0.7,5,135,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.74
"4508",0.6,4,200,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0.5
"4509",0.56,4,121,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0.87
"4510",0.48,3,162,3,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0.55
"4511",0.65,3,135,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0.8
"4512",0.52,4,183,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0.49
"4513",0.92,4,228,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0.54
"4514",0.87,4,148,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.21
"4515",0.77,3,219,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.77
"4516",0.73,4,147,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.53
"4517",0.49,5,165,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.89
"4518",0.59,4,218,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.25
"4519",0.59,3,231,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.53
"4520",0.45,2,124,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.44
"4521",0.44,2,131,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.7
"4522",0.76,3,199,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.54
"4523",0.56,3,220,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.9
"4524",0.8,5,215,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.69
"4525",0.59,4,180,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.78
"4526",0.49,6,272,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.91
"4527",0.61,2,228,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.92
"4528",0.88,3,168,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.96
"4529",0.77,4,205,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.8
"4530",0.67,3,244,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.52
"4531",0.97,3,185,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.52
"4532",0.96,5,135,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.93
"4533",0.9,4,160,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.89
"4534",0.61,4,262,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.83
"4535",0.84,6,225,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.7
"4536",0.74,4,174,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.89
"4537",0.37,6,266,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0.21
"4538",0.78,4,241,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0.67
"4539",0.97,3,245,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0.73
"4540",0.51,3,261,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0.85
"4541",0.85,4,157,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0.54
"4542",0.94,3,286,6,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0.74
"4543",0.65,4,263,2,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0.71
"4544",0.52,2,229,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0.76
"4545",0.5,4,159,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0.85
"4546",0.89,4,196,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0.82
"4547",0.79,4,133,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0.71
"4548",0.65,5,228,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0.79
"4549",0.56,4,247,3,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0.86
"4550",0.78,5,215,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0.9
"4551",0.8,6,233,3,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0.65
"4552",0.74,5,237,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0.53
"4553",0.91,4,269,5,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0.51
"4554",0.76,6,246,3,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1
"4555",0.82,4,168,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0.92
"4556",0.59,3,168,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1
"4557",0.67,4,163,5,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0.23
"4558",0.77,3,142,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0.52
"4559",0.83,4,183,2,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0.8
"4560",0.72,4,264,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.59
"4561",0.55,2,184,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.75
"4562",0.58,4,138,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.99
"4563",0.76,3,195,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.57
"4564",0.95,4,251,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.87
"4565",0.47,3,108,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.52
"4566",0.9,3,144,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.57
"4567",0.77,6,112,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.32
"4568",0.81,2,201,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.66
"4569",0.8,4,204,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.53
"4570",0.62,5,226,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.55
"4571",0.9,3,217,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.66
"4572",0.92,4,149,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.69
"4573",0.99,5,237,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.67
"4574",0.37,3,256,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.75
"4575",0.98,4,194,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.7
"4576",0.74,3,202,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.71
"4577",0.6,5,133,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.97
"4578",0.48,3,246,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.5
"4579",0.92,3,206,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.34
"4580",0.74,3,204,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.67
"4581",0.98,4,157,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.78
"4582",0.91,4,187,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.52
"4583",0.51,2,211,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.91
"4584",0.92,3,204,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.79
"4585",0.53,5,182,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.83
"4586",0.76,3,244,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.74
"4587",0.97,3,184,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.77
"4588",0.71,2,117,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.49
